document_id,challenge,user,ID,value
1hVopWS5KAPxQEJcnRc3L8AjjTD3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1hVopWS5KAPxQEJcnRc3L8AjjTD3,5,NINGUNO
1haBZHTT2eWSbdGvWM5BOox7dcv1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1haBZHTT2eWSbdGvWM5BOox7dcv1,4,MARIO
1haBZHTT2eWSbdGvWM5BOox7dcv1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1haBZHTT2eWSbdGvWM5BOox7dcv1,5,Gloria
1j4YyPotmkZYG2gsJJ9ZSDXrEY03wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1j4YyPotmkZYG2gsJJ9ZSDXrEY03,4,12jfkc
1j4YyPotmkZYG2gsJJ9ZSDXrEY03wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1j4YyPotmkZYG2gsJJ9ZSDXrEY03,5,1
1jA6TrmV1qNkC3JHoejNLtHGI6Y2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1jA6TrmV1qNkC3JHoejNLtHGI6Y2,4,NINGUNO
1jA6TrmV1qNkC3JHoejNLtHGI6Y2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1jA6TrmV1qNkC3JHoejNLtHGI6Y2,5,NINGUNO
1oExCPNppIhZKYB1egqELo8wKD43wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1oExCPNppIhZKYB1egqELo8wKD43,4,ALVARO URIBE
1oExCPNppIhZKYB1egqELo8wKD43wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1oExCPNppIhZKYB1egqELo8wKD43,5,AVARO URIBE
1tbVUB35uROXzvl9W5hCAqkVILk2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1tbVUB35uROXzvl9W5hCAqkVILk2,4,Ninguno 
1tbVUB35uROXzvl9W5hCAqkVILk2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1tbVUB35uROXzvl9W5hCAqkVILk2,5,Ninguno 
1uiE6SvZL2Z569HArMeVR8bwBZ73wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1uiE6SvZL2Z569HArMeVR8bwBZ73,4,GUSTAVO PETRO
1uiE6SvZL2Z569HArMeVR8bwBZ73wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1uiE6SvZL2Z569HArMeVR8bwBZ73,5,LA PUYA
1yVkxy2Tr3O8qXVmUqqQhQ0ZyQ63wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1yVkxy2Tr3O8qXVmUqqQhQ0ZyQ63,4,SANDRA ORTIZ
1yVkxy2Tr3O8qXVmUqqQhQ0ZyQ63wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,1yVkxy2Tr3O8qXVmUqqQhQ0ZyQ63,5,NOTICIAS UNO
28Rs2onocheo7vk3Pt3MzW05MUm2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,28Rs2onocheo7vk3Pt3MzW05MUm2,4,PETRO
28Rs2onocheo7vk3Pt3MzW05MUm2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,28Rs2onocheo7vk3Pt3MzW05MUm2,5,NINGUNO
2KjFzgnZNEMNTTolGv2bcQsUFtj1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2KjFzgnZNEMNTTolGv2bcQsUFtj1,4,Ninguno
2KjFzgnZNEMNTTolGv2bcQsUFtj1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2KjFzgnZNEMNTTolGv2bcQsUFtj1,5,NINGUNO
2Qm8irAzbYTkVg1RcdWtgBFwrxF2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2Qm8irAzbYTkVg1RcdWtgBFwrxF2,4,NINGUNO
2Qm8irAzbYTkVg1RcdWtgBFwrxF2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2Qm8irAzbYTkVg1RcdWtgBFwrxF2,5,NINGUNO
2SOeuk1e63PYGoQckeOTLFXcj262wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2SOeuk1e63PYGoQckeOTLFXcj262,4,NINGUNO
2SOeuk1e63PYGoQckeOTLFXcj262wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2SOeuk1e63PYGoQckeOTLFXcj262,5,CAMILO FIDEL
2VnMTlqlbESpPgMWqYiPzcrINM22wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2VnMTlqlbESpPgMWqYiPzcrINM22,4,Ninguno por el momento
2VnMTlqlbESpPgMWqYiPzcrINM22wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2VnMTlqlbESpPgMWqYiPzcrINM22,5,Ninguno por el momento
2XQ57FzOHwc6ddExGAKyllSC4Ei1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2XQ57FzOHwc6ddExGAKyllSC4Ei1,4,NINGUNO 
2XQ57FzOHwc6ddExGAKyllSC4Ei1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2XQ57FzOHwc6ddExGAKyllSC4Ei1,5,NINGUNO 
2YIY2NUspOgcFgCv4xzMzyLjCab2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2YIY2NUspOgcFgCv4xzMzyLjCab2,4,RODOLFO HERNANDEZ
2YIY2NUspOgcFgCv4xzMzyLjCab2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2YIY2NUspOgcFgCv4xzMzyLjCab2,5,CANAL1
2YRWqg2N2CcsNL7RKtmSlfqa5dO2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2YRWqg2N2CcsNL7RKtmSlfqa5dO2,4,RODOLFO HERNÁNDEZ 
2YRWqg2N2CcsNL7RKtmSlfqa5dO2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2YRWqg2N2CcsNL7RKtmSlfqa5dO2,5,VICKY DAVILA
2lHf7xez3aNTT1UIPMlsQqHzvpq2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2lHf7xez3aNTT1UIPMlsQqHzvpq2,4,JUAN ESTEBAN CARDONA 
2lHf7xez3aNTT1UIPMlsQqHzvpq2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2lHf7xez3aNTT1UIPMlsQqHzvpq2,5,JORGE VELEZ
2pqfNTzAtAN7C32DyvkSbzgEyHB3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2pqfNTzAtAN7C32DyvkSbzgEyHB3,4,RODOLFO HERNÁNDEZ 
2pqfNTzAtAN7C32DyvkSbzgEyHB3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2pqfNTzAtAN7C32DyvkSbzgEyHB3,5,NINGUNO
2zURsyfrUATEn7vSJmfry62HyLE2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2zURsyfrUATEn7vSJmfry62HyLE2,4,NINGUNO 
2zURsyfrUATEn7vSJmfry62HyLE2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,2zURsyfrUATEn7vSJmfry62HyLE2,5,LA PUYA
344mJQhb3YW7WqLS6ehFFHETLiF2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,344mJQhb3YW7WqLS6ehFFHETLiF2,4,NINGUNO
344mJQhb3YW7WqLS6ehFFHETLiF2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,344mJQhb3YW7WqLS6ehFFHETLiF2,5,"JUAN DIEGO ELVIRA
"
35qkKUmQtPXB0WxxHoZ5AMURDA93wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,35qkKUmQtPXB0WxxHoZ5AMURDA93,4,GUSTAVO PETRO
35qkKUmQtPXB0WxxHoZ5AMURDA93wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,35qkKUmQtPXB0WxxHoZ5AMURDA93,5,MIGUEL ANGEL VILLAREAL
3CIYPOdf4HVz87J4483wbq1OOiT2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3CIYPOdf4HVz87J4483wbq1OOiT2,4,PETRO
3CIYPOdf4HVz87J4483wbq1OOiT2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3CIYPOdf4HVz87J4483wbq1OOiT2,5,VANESA DE LA TORRE
3FFNh8LYfONLAIC4snuyBXCYQnE2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3FFNh8LYfONLAIC4snuyBXCYQnE2,4,PETRO
3FFNh8LYfONLAIC4snuyBXCYQnE2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3FFNh8LYfONLAIC4snuyBXCYQnE2,5,JULIAN
3KLqBAlY4WYW9J8fWrVe14j1bFE3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3KLqBAlY4WYW9J8fWrVe14j1bFE3,4,Ninguno 
3KLqBAlY4WYW9J8fWrVe14j1bFE3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3KLqBAlY4WYW9J8fWrVe14j1bFE3,5,Ninguno 
3TNHTibwJxcIgTLc7cSD2rRIb372wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3TNHTibwJxcIgTLc7cSD2rRIb372,4,RODOLFO HERNÁNDEZ 
3TNHTibwJxcIgTLc7cSD2rRIb372wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3TNHTibwJxcIgTLc7cSD2rRIb372,5,JUAN DIEGO 
3V6CBfshUgYK0w258p8OdcDQuL92wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3V6CBfshUgYK0w258p8OdcDQuL92,4,"GUSTAVO BOLÍVAR
"
3V6CBfshUgYK0w258p8OdcDQuL92wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3V6CBfshUgYK0w258p8OdcDQuL92,5,LALIS
3Y0EEf6UQlYXWcD3zQHgwtQ9AJr1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3Y0EEf6UQlYXWcD3zQHgwtQ9AJr1,4,Petro
3Y0EEf6UQlYXWcD3zQHgwtQ9AJr1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3Y0EEf6UQlYXWcD3zQHgwtQ9AJr1,5,Virginia Vallejo 
3gancFLrnJOacqhs7u9jdClNYxH3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3gancFLrnJOacqhs7u9jdClNYxH3,4,JUAN CARLOS GARCÍA
3gancFLrnJOacqhs7u9jdClNYxH3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3gancFLrnJOacqhs7u9jdClNYxH3,5,Ninguno
3hRZ3qsnKSS4UapT5zo4If4dtFC3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3hRZ3qsnKSS4UapT5zo4If4dtFC3,4,Ninguno
3hRZ3qsnKSS4UapT5zo4If4dtFC3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,3hRZ3qsnKSS4UapT5zo4If4dtFC3,5,Ninguno
45QZ8sdQzyU5uBHXGzKqOyLWbjV2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,45QZ8sdQzyU5uBHXGzKqOyLWbjV2,4,Petro
45QZ8sdQzyU5uBHXGzKqOyLWbjV2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,45QZ8sdQzyU5uBHXGzKqOyLWbjV2,5,Ninguno
46JDlhupMvVGTrRZq2Ikf5BOuyt1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,46JDlhupMvVGTrRZq2Ikf5BOuyt1,4,Uribe
46JDlhupMvVGTrRZq2Ikf5BOuyt1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,46JDlhupMvVGTrRZq2Ikf5BOuyt1,5,No se
47J91MpPU9M1hatGWcZcbei3TVw1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,47J91MpPU9M1hatGWcZcbei3TVw1,4,NO SE
47J91MpPU9M1hatGWcZcbei3TVw1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,47J91MpPU9M1hatGWcZcbei3TVw1,5,NO SE
4ITG0CR3u1gc8zzrQN48GujV2Aj2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4ITG0CR3u1gc8zzrQN48GujV2Aj2,4,NADIE
4ITG0CR3u1gc8zzrQN48GujV2Aj2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4ITG0CR3u1gc8zzrQN48GujV2Aj2,5,NADIE
4MJOF8VwlwT8OBLdDmS8FdDxNTj2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4MJOF8VwlwT8OBLdDmS8FdDxNTj2,4,NINGINO
4MJOF8VwlwT8OBLdDmS8FdDxNTj2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4MJOF8VwlwT8OBLdDmS8FdDxNTj2,5,NINGÚN
4XMdeJ3Ov9fMO19C7Xqu39UTxiO2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4XMdeJ3Ov9fMO19C7Xqu39UTxiO2,4,GUSTAVO PETRO
4XMdeJ3Ov9fMO19C7Xqu39UTxiO2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4XMdeJ3Ov9fMO19C7Xqu39UTxiO2,5,LUIS ARIAS
4crjatyXVBeLIWTbC1V87Zew8U82wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4crjatyXVBeLIWTbC1V87Zew8U82,4,NINGUNO
4crjatyXVBeLIWTbC1V87Zew8U82wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4crjatyXVBeLIWTbC1V87Zew8U82,5,NINGUNO
4dkjKiUEsaQkadMEW2JiO5oa3Ma2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4dkjKiUEsaQkadMEW2JiO5oa3Ma2,4,PETRO
4dkjKiUEsaQkadMEW2JiO5oa3Ma2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4dkjKiUEsaQkadMEW2JiO5oa3Ma2,5,NO CONOZCO
4iG5jl9lmpfSE9nAOEwsAhaiIse2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4iG5jl9lmpfSE9nAOEwsAhaiIse2,4,"GUSTAVO PETRO
"
4iG5jl9lmpfSE9nAOEwsAhaiIse2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4iG5jl9lmpfSE9nAOEwsAhaiIse2,5,NINGUNO
4l4A9ec00mMvEO2DlVNo3YigEmT2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4l4A9ec00mMvEO2DlVNo3YigEmT2,4,NO TENGO
4l4A9ec00mMvEO2DlVNo3YigEmT2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4l4A9ec00mMvEO2DlVNo3YigEmT2,5,NO TENGO
4lFv64FgVnQSaq8b2JbyDIN1DqD2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4lFv64FgVnQSaq8b2JbyDIN1DqD2,4,Petro
4lFv64FgVnQSaq8b2JbyDIN1DqD2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4lFv64FgVnQSaq8b2JbyDIN1DqD2,5,No hay
4r2yLXeMCxZNyx71yt010jVoe8r2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4r2yLXeMCxZNyx71yt010jVoe8r2,4,GUSTAVO PETRO
4r2yLXeMCxZNyx71yt010jVoe8r2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4r2yLXeMCxZNyx71yt010jVoe8r2,5,JUAN DIEGO ALVIRA
4uHV95W8iNO8XHpUVARpgDU5mhv1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4uHV95W8iNO8XHpUVARpgDU5mhv1,4,NADA
4uHV95W8iNO8XHpUVARpgDU5mhv1wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4uHV95W8iNO8XHpUVARpgDU5mhv1,5,No
4yHZ0cf3lTVrgIWJCVocoaO4uIu2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4yHZ0cf3lTVrgIWJCVocoaO4uIu2,4,RODOLFO HERNANDEZ
4yHZ0cf3lTVrgIWJCVocoaO4uIu2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4yHZ0cf3lTVrgIWJCVocoaO4uIu2,5,NO SE DE PERIODISTAS
4zZniutS5sRwWGQ3bl8MbTDKU4b2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4zZniutS5sRwWGQ3bl8MbTDKU4b2,4,NO CONFÍO EN NINGUN@
4zZniutS5sRwWGQ3bl8MbTDKU4b2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,4zZniutS5sRwWGQ3bl8MbTDKU4b2,5,JUAN ROBERTO
53BQ6IcHsRWYA5DfWaXkvRhzt793wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,53BQ6IcHsRWYA5DfWaXkvRhzt793,4,"NO CONFÍO EN NINGUNO.. TODOS SON UNOS CORRUPTOS, PERO VOY A VOTAR POR PETRO AL MENOS PARA QUE NO SIGAN ROBANDO LOS MISMOS DE SIEMPRE"
53BQ6IcHsRWYA5DfWaXkvRhzt793wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,53BQ6IcHsRWYA5DfWaXkvRhzt793,5,"NO CONFIO EN NINGUNO, MANIPULAN LA INFORMACIÓN"
54EDO2JSWDQ9zyKaDBtP5zwG2bI3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,54EDO2JSWDQ9zyKaDBtP5zwG2bI3,4,FAJARDO
54EDO2JSWDQ9zyKaDBtP5zwG2bI3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,54EDO2JSWDQ9zyKaDBtP5zwG2bI3,5,NINGUNO
58PIeEseKXO9McpuHBbTI8Fxv3H2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,58PIeEseKXO9McpuHBbTI8Fxv3H2,4,CLAUDIA LOPEZ
58PIeEseKXO9McpuHBbTI8Fxv3H2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,58PIeEseKXO9McpuHBbTI8Fxv3H2,5,DANIEL PASTRANA
5BSFGJomFWapF8p6ddhjBtJW5wG3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5BSFGJomFWapF8p6ddhjBtJW5wG3,4,GUSTVO PETRO
5BSFGJomFWapF8p6ddhjBtJW5wG3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5BSFGJomFWapF8p6ddhjBtJW5wG3,5,MARIA PAULINA BAENA
5DLvRSGyJzgcO3LOVglDKWhpML73wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5DLvRSGyJzgcO3LOVglDKWhpML73,4,NO TENGO
5DLvRSGyJzgcO3LOVglDKWhpML73wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5DLvRSGyJzgcO3LOVglDKWhpML73,5,NINGUNO
5KiWvdAGymYdK5zW8NAZrLGrrGG3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5KiWvdAGymYdK5zW8NAZrLGrrGG3,4,GUSTAVO PETRO
5KiWvdAGymYdK5zW8NAZrLGrrGG3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5KiWvdAGymYdK5zW8NAZrLGrrGG3,5,EL ESPECTADOR
5NUTZsmrnGTFF0Y7equ7T8IqmVG2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5NUTZsmrnGTFF0Y7equ7T8IqmVG2,4,ÓSCAR
5NUTZsmrnGTFF0Y7equ7T8IqmVG2wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5NUTZsmrnGTFF0Y7equ7T8IqmVG2,5,JUAN
5O7jOtu2B2YM5MTuoHmrHBLIWFJ3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5O7jOtu2B2YM5MTuoHmrHBLIWFJ3,4,"Jhon milton rodriguez 

Es una excelente persona, y creo que tiene muy buenas propuestas"
5O7jOtu2B2YM5MTuoHmrHBLIWFJ3wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5O7jOtu2B2YM5MTuoHmrHBLIWFJ3,5,No tengo
5Rz7GvRW4oY8jvV6g25L6xPCkB32wEhMVslVv1fVPILHe6Om,wEhMVslVv1fVPILHe6Om,5Rz7GvRW4oY8jvV6g25L6xPCkB32,4,GUSTAVO PETRO
